Arrest Date,Time,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Disposition Description,Address,Cross Street,LAT,LON,Booking Date,Booking Time,Booking Location,Booking Location Code
2022 Sep 25 12:00:00 AM,1105,0156,28,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,500    SAN JULIAN                   ST,,34.0446,-118.245,2022 Sep 25 12:00:00 AM,1901,METRO - JAIL DIVISION,4273
2023 Mar 15 12:00:00 AM,2210,0156,59,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,5TH                          ST,SAN PEDRO,34.0442,-118.2439,2023 Mar 16 12:00:00 AM,0039,METRO - JAIL DIVISION,4273
2023 Mar 21 12:00:00 AM,1010,0156,50,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",OTHER (REQUIRES ADDITION ACTION),500    SAN JULIAN                   ST,,34.0446,-118.245,2023 Mar 21 12:00:00 AM,1318,METRO - JAIL DIVISION,4273
2023 Apr 13 12:00:00 AM,1045,0156,58,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,SAN JULIAN                   ST,6TH                          ST,34.0429,-118.2462,2023 Apr 13 12:00:00 AM,1320,METRO - JAIL DIVISION,4273
2023 Jul 14 12:00:00 AM,2245,0156,36,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,500    WALL                         ST,,34.0449,-118.2458,2023 Jul 15 12:00:00 AM,0241,METRO - JAIL DIVISION,4273
2023 Sep 22 12:00:00 AM,1900,0156,54,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",CITY ATTORNEY REJECT,6TH,SAN PEDRO,34.0423,-118.2453,2023 Sep 23 12:00:00 AM,0042,METRO - JAIL DIVISION,4273
2024 Jan 10 12:00:00 AM,0010,0156,61,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,400 E  6TH                          ST,,34.0437,-118.2455,2024 Jan 10 12:00:00 AM,0208,METRO - JAIL DIVISION,4273
2024 Jul 24 12:00:00 AM,0030,0156,62,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",849(B)(1) PC/TECHNICAL ARREST,400 E  6TH                          ST,,34.0437,-118.2455,2024 Jul 24 12:00:00 AM,0254,METRO - JAIL DIVISION,4273
2024 Nov 11 12:00:00 AM,0755,0156,49,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",849(B)(1) PC/TECHNICAL ARREST,6TH                          ST,SAN PEDRO                    ST,34.0423,-118.2453,2024 Nov 11 12:00:00 AM,1304,METRO - JAIL DIVISION,4273
2020 Jan 25 12:00:00 AM,1250,0157,44,F,H,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,7TH                          ST,SAN PEDRO                    AV,34.0401,-118.2459,2020 Jan 25 12:00:00 AM,1607,METRO - JAIL DIVISION,4273
2020 Apr 29 12:00:00 AM,1904,0157,51,F,H,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,5TH,SAN PEDRO,34.0442,-118.2439,2020 Apr 29 12:00:00 AM,2059,METRO - JAIL DIVISION,4273
2020 May 14 12:00:00 AM,0825,0157,42,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,700 E  6TH                          ST,,34.0412,-118.2436,2020 May 14 12:00:00 AM,1119,METRO - JAIL DIVISION,4273
2020 May 20 12:00:00 AM,1925,0157,41,F,H,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,5TH,SAN PEDRO,34.0435,-118.2427,2020 May 21 12:00:00 AM,0052,METRO - JAIL DIVISION,4273
2020 Jun 10 12:00:00 AM,1630,0157,71,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,500    SAN PEDRO,,34.0438,-118.2441,2020 Jun 10 12:00:00 AM,2144,METRO - JAIL DIVISION,4273
2020 Aug 03 12:00:00 AM,0345,0157,38,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,6TH                          ST,CROOKER,34.0416,-118.244,2020 Aug 03 12:00:00 AM,0546,METRO - JAIL DIVISION,4273
2020 Oct 23 12:00:00 AM,0750,0157,60,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,TOWNE,5TH                          ST,34.043,-118.242,2020 Oct 23 12:00:00 AM,0924,METRO - JAIL DIVISION,4273
2021 Jan 04 12:00:00 AM,0920,0157,56,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,5TH                          ST,CROCKER,34.0435,-118.2427,2021 Jan 04 12:00:00 AM,1249,METRO - JAIL DIVISION,4273
2021 Jul 01 12:00:00 AM,0850,0157,60,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,500 S  SAN PEDRO                    ST,,34.0438,-118.2441,2021 Jul 01 12:00:00 AM,1719,METRO - JAIL DIVISION,4273
2021 Jul 28 12:00:00 AM,1210,0157,34,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",CITY ATTORNEY REJECT,5TH                          ST,CROCKER,34.0435,-118.2427,2021 Jul 28 12:00:00 AM,1426,METRO - JAIL DIVISION,4273
2022 Apr 07 12:00:00 AM,2100,0157,50,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,500 S  SAN PEDRO                    ST,,34.0442,-118.2439,2022 Apr 07 12:00:00 AM,2343,VALLEY - JAIL DIV,4279
2022 Jun 14 12:00:00 AM,1958,0157,25,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",MISDEMEANOR COMPLAINT FILED,SAN PEDRO,7TH,34.0407,-118.2468,2022 Jun 14 12:00:00 AM,2239,METRO - JAIL DIVISION,4273
2023 Mar 26 12:00:00 AM,0959,0157,62,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,700 E  6TH                          ST,,34.0412,-118.2436,2023 Mar 26 12:00:00 AM,1301,METRO - JAIL DIVISION,4273
2023 Oct 02 12:00:00 AM,0700,0157,53,F,W,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",MISDEMEANOR COMPLAINT FILED,500    CROCKER                      ST,,34.0435,-118.2427,2023 Oct 02 12:00:00 AM,0924,METRO - JAIL DIVISION,4273
2024 Jan 05 12:00:00 AM,1430,0157,39,F,H,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,500    TOWNE                        AV,,34.043,-118.242,2024 Jan 05 12:00:00 AM,1614,METRO - JAIL DIVISION,4273
2024 Mar 06 12:00:00 AM,0810,0157,49,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,700 E  6TH                          ST,,34.0412,-118.2436,2024 Mar 06 12:00:00 AM,1021,METRO - JAIL DIVISION,4273
2024 Sep 29 12:00:00 AM,1300,0157,32,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",849(B)(1) PC/TECHNICAL ARREST,6TH                          ST,TOWNE                        AV,34.0408,-118.2428,2024 Sep 29 12:00:00 AM,1646,METRO - JAIL DIVISION,4273
2025 Jan 08 12:00:00 AM,0926,0157,39,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,500    CROCKER                      ST,,34.0435,-118.2427,2025 Jan 08 12:00:00 AM,1139,METRO - JAIL DIVISION,4273
2021 Feb 10 12:00:00 AM,0420,0158,25,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,600 S  CENTRAL                      AV,,34.0381,-118.2401,2021 Feb 10 12:00:00 AM,0844,METRO - JAIL DIVISION,4273
2021 Aug 30 12:00:00 AM,1800,0158,27,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,5TH,SAN PEDRO,34.0395,-118.2405,2021 Aug 31 12:00:00 AM,0031,METRO - JAIL DIVISION,4273
2021 Oct 10 12:00:00 AM,2115,0158,57,F,H,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,7TH                          ST,CERES                        AV,34.0382,-118.2432,2021 Oct 11 12:00:00 AM,0529,METRO - JAIL DIVISION,4273
2021 Nov 13 12:00:00 AM,1145,0158,53,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,CENTRAL                      AV,6TH                          ST,34.039,-118.24,2021 Nov 13 12:00:00 AM,1320,METRO - JAIL DIVISION,4273
2022 Jan 24 12:00:00 AM,0840,0158,47,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,800 E  6TH                          ST,,34.0408,-118.2428,2022 Jan 24 12:00:00 AM,1127,METRO - JAIL DIVISION,4273
2022 Feb 15 12:00:00 AM,0710,0158,59,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",OTHER (REQUIRES ADDITION ACTION),600 S  CENTRAL                      AV,,34.039,-118.24,2022 Feb 15 12:00:00 AM,0953,METRO - JAIL DIVISION,4273
2022 Mar 01 12:00:00 AM,1435,0158,57,F,W,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,7TH                          ST,CERES                        ST,34.038,-118.243,2022 Mar 01 12:00:00 AM,2140,METRO - JAIL DIVISION,4273
2022 Jun 21 12:00:00 AM,0950,0158,26,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,800 E  6TH                          ST,,34.0408,-118.2428,2022 Jun 21 12:00:00 AM,1251,METRO - JAIL DIVISION,4273
2022 Oct 06 12:00:00 AM,0830,0158,47,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,900 E  7TH                          ST,,34.0395,-118.2405,2022 Oct 06 12:00:00 AM,1025,METRO - JAIL DIVISION,4273
2022 Nov 25 12:00:00 AM,0745,0158,27,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,6TH                          ST,CROCKER,34.0395,-118.2405,2022 Nov 25 12:00:00 AM,1018,METRO - JAIL DIVISION,4273
2023 Sep 28 12:00:00 AM,1250,0158,39,F,W,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",MISDEMEANOR COMPLAINT FILED,900 E  7TH                          ST,,34.0395,-118.2405,2023 Sep 28 12:00:00 AM,2305,METRO - JAIL DIVISION,4273
2025 Mar 22 12:00:00 AM,1010,0158,47,F,H,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,7TH                          ST,TOWNE,34.0395,-118.2405,2025 Mar 22 12:00:00 AM,1150,NEWTON,4213
2020 Feb 12 12:00:00 AM,0750,0164,51,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,7TH                          ST,SPRING                       ST,34.0445,-118.2523,2020 Feb 12 12:00:00 AM,1004,METRO - JAIL DIVISION,4273
2022 Apr 18 12:00:00 AM,0745,0164,33,F,H,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,600 S  MAIN                         ST,,34.0453,-118.2499,2022 Apr 18 12:00:00 AM,0857,77TH ST,4212
2024 Aug 01 12:00:00 AM,1200,0164,24,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,600 S  SPRING                       ST,,34.046,-118.251,2024 Aug 01 12:00:00 AM,1449,METRO - JAIL DIVISION,4273
2024 Aug 28 12:00:00 AM,0940,0164,45,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",849(B)(1) PC/TECHNICAL ARREST,600 S  MAIN                         ST,,34.0453,-118.2499,2024 Aug 28 12:00:00 AM,1225,METRO - JAIL DIVISION,4273
2021 Feb 07 12:00:00 AM,0900,0165,27,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,6TH,LOS ANGELES,34.0446,-118.249,2021 Feb 07 12:00:00 AM,1118,METRO - JAIL DIVISION,4273
2021 Dec 05 12:00:00 AM,0745,0165,41,F,H,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",CITY ATTORNEY REJECT,600    WALL                         ST,,34.0433,-118.2488,2021 Dec 05 12:00:00 AM,1044,METRO - JAIL DIVISION,4273
2021 Dec 30 12:00:00 AM,1350,0165,42,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,600    WALL                         ST,,34.0433,-118.2488,2021 Dec 30 12:00:00 AM,1600,METRO - JAIL DIVISION,4273
2023 Aug 10 12:00:00 AM,1845,0165,45,F,W,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,MAIN,7TH                          ST,34.0433,-118.2488,2023 Aug 10 12:00:00 AM,2102,METRO - JAIL DIVISION,4273
2023 Sep 13 12:00:00 AM,1750,0165,43,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",MISDEMEANOR COMPLAINT FILED,7TH                          ST,WALL                         ST,34.042,-118.2485,2023 Sep 13 12:00:00 AM,1919,METRO - JAIL DIVISION,4273
2024 Sep 18 12:00:00 AM,1315,0165,63,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",849(B)(1) PC/TECHNICAL ARREST,200 E  6TH                          ST,,34.0446,-118.249,2024 Sep 18 12:00:00 AM,1526,METRO - JAIL DIVISION,4273
2024 Dec 03 12:00:00 AM,1615,0165,64,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",849(B)(1) PC/TECHNICAL ARREST,200 E  6TH                          ST,,34.0446,-118.249,2024 Dec 03 12:00:00 AM,1948,77TH ST,4212
2020 Jun 25 12:00:00 AM,1225,0166,36,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",CITY ATTORNEY REJECT,600 S  SAN PEDRO                    ST,,34.0421,-118.2469,2020 Jun 25 12:00:00 AM,1441,METRO - JAIL DIVISION,4273
2022 Jan 21 12:00:00 AM,2335,0166,38,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,600 S  SAN PEDRO                    ST,,34.0421,-118.2469,2022 Jan 22 12:00:00 AM,0324,METRO - JAIL DIVISION,4273
2022 Jul 13 12:00:00 AM,2200,0166,62,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,600    SAN JULIAN                   ST,,34.0429,-118.2462,2022 Jul 14 12:00:00 AM,0014,METRO - JAIL DIVISION,4273
2022 Jul 15 12:00:00 AM,1900,0166,45,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,400 E  7TH                          ST,,34.0421,-118.2469,2022 Jul 15 12:00:00 AM,2147,METRO - JAIL DIVISION,4273
2022 Nov 13 12:00:00 AM,2130,0166,21,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",MISDEMEANOR COMPLAINT FILED,7TH,SANPEDRO,34.0421,-118.2469,2022 Nov 13 12:00:00 AM,2257,METRO - JAIL DIVISION,4273
2023 Jan 08 12:00:00 AM,0850,0166,22,F,B,04,Aggravated Assault,M,245(A)(1)PC,ADW W/O FIREARM/GBI,MISDEMEANOR COMPLAINT FILED,600 S  SAN PEDRO                    ST,,34.0421,-118.2469,2023 Jan 08 12:00:00 AM,1222,METRO - JAIL DIVISION,4273
2023 Feb 13 12:00:00 AM,1545,0166,31,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,400 E  7TH                          ST,,34.0421,-118.2469,2023 Feb 13 12:00:00 AM,1710,METRO - JAIL DIVISION,4273
2023 Mar 14 12:00:00 AM,2345,0166,36,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,500    WALL                         ST,,34.0428,-118.2478,2023 Mar 15 12:00:00 AM,0247,METRO - JAIL DIVISION,4273
2023 Mar 28 12:00:00 AM,1250,0166,29,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",MISDEMEANOR COMPLAINT FILED,400 E  7TH                          ST,,34.0421,-118.2469,2023 Mar 28 12:00:00 AM,1458,METRO - JAIL DIVISION,4273
2023 May 16 12:00:00 AM,2335,0166,31,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,400 E  7TH                          ST,,34.0421,-118.2469,2023 May 17 12:00:00 AM,0202,METRO - JAIL DIVISION,4273
2023 Aug 24 12:00:00 AM,1635,0166,26,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",CITY ATTORNEY REJECT,6TH,SAN PEDRO,34.0423,-118.2453,2023 Aug 24 12:00:00 AM,1859,METRO - JAIL DIVISION,4273
2024 Jun 12 12:00:00 AM,1010,0166,43,F,W,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",849(B)(1) PC/TECHNICAL ARREST,7TH                          ST,SAN PEDRO,34.0407,-118.2468,2024 Jun 12 12:00:00 AM,1225,METRO - JAIL DIVISION,4273
2024 Jun 21 12:00:00 AM,1620,0166,42,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",849(B)(1) PC/TECHNICAL ARREST,400 E  7TH                          ST,,34.0421,-118.2469,2024 Jun 21 12:00:00 AM,1736,METRO - JAIL DIVISION,4273
2024 Jul 12 12:00:00 AM,1740,0166,42,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",849(B)(1) PC/TECHNICAL ARREST,600 S  SAN PEDRO                    ST,,34.0421,-118.2469,2024 Jul 12 12:00:00 AM,2007,METRO - JAIL DIVISION,4273
2024 Oct 07 12:00:00 AM,1630,0166,59,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",DISTRICT ATTORNEY REJECT,500 E  7TH                          ST,,34.0421,-118.2469,2024 Oct 07 12:00:00 AM,1933,METRO - JAIL DIVISION,4273
2024 Dec 09 12:00:00 AM,1945,0166,29,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",849(B)(1) PC/TECHNICAL ARREST,600    SAN JULIAN                   ST,,34.0429,-118.2462,2024 Dec 09 12:00:00 AM,2121,METRO - JAIL DIVISION,4273
2025 Mar 05 12:00:00 AM,1500,0166,21,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",849(B)(1) PC/TECHNICAL ARREST,600 S  SAN PEDRO                    ST,,34.0421,-118.2469,2025 Mar 05 12:00:00 AM,1653,METRO - JAIL DIVISION,4273
2025 Mar 30 12:00:00 AM,1000,0166,69,F,B,04,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",FELONY COMPLAINT FILED,600    SAN JULIAN                   ST,,34.0429,-118.2462,2025 Mar 30 12:00:00 AM,1159,METRO - JAIL DIVISION,4273
2020 Jul 09 12:00:00 AM,2345,0148,32,F,B,04,Aggravated Assault,F,245(A)(2)PC,ADW W/FIREARM,CITY ATTORNEY REJECT,500 E  4TH                          ST,,34.0444,-118.2407,2020 Jul 10 12:00:00 AM,0129,METRO - JAIL DIVISION,4273
2024 Nov 01 12:00:00 AM,1340,0157,38,F,O,04,Aggravated Assault,F,245(A)(2)PC,ADW W/FIREARM,FELONY COMPLAINT FILED,TOWNE                        AV,6TH                          ST,34.0412,-118.2436,2024 Nov 01 12:00:00 AM,1719,METRO - JAIL DIVISION,4273
2024 Jul 10 12:00:00 AM,0700,0158,26,F,B,04,Aggravated Assault,F,245(A)(2)PC,ADW W/FIREARM,849(B)(1) PC/TECHNICAL ARREST,INDUSTRIAL,KOHLER,34.0382,-118.2417,2024 Jul 10 12:00:00 AM,0925,METRO - JAIL DIVISION,4273
2022 Jul 28 12:00:00 AM,0100,0164,19,F,B,04,Aggravated Assault,F,245(A)(2)PC,ADW W/FIREARM,CITY ATTORNEY REJECT,HARLEM                       PL,W  6TH,34.0442,-118.2519,2022 Jul 28 12:00:00 AM,0411,METRO - JAIL DIVISION,4273
2022 Aug 20 12:00:00 AM,1110,0135,27,F,B,04,Aggravated Assault,F,245(A)(4)PC,ASSAULT LIKELY TO PRODUCE GBI,FELONY COMPLAINT FILED,200 S  MAIN                         ST,,34.051,-118.2445,2022 Aug 20 12:00:00 AM,1449,METRO - JAIL DIVISION,4273
2022 Sep 09 12:00:00 AM,0800,0135,41,F,B,04,Aggravated Assault,F,245(A)(4)PC,ASSAULT LIKELY TO PRODUCE GBI,FELONY COMPLAINT FILED,MAIN                         ST,4TH                          ST,34.0481,-118.2472,2022 Sep 09 12:00:00 AM,0905,METRO - JAIL DIVISION,4273
2024 Jun 01 12:00:00 AM,0745,0154,55,F,B,04,Aggravated Assault,F,245(A)(4)PC,ASSAULT LIKELY TO PRODUCE GBI,849(B)(1) PC/TECHNICAL ARREST,100 E  5TH                          ST,,34.0467,-118.2485,2024 Jun 01 12:00:00 AM,0938,METRO - JAIL DIVISION,4273
2020 Jan 16 12:00:00 AM,1330,0155,22,F,W,04,Aggravated Assault,F,245(A)(4)PC,ASSAULT LIKELY TO PRODUCE GBI,FELONY COMPLAINT FILED,200 E  6TH                          ST,,34.0448,-118.2474,2020 Jan 16 12:00:00 AM,1522,METRO - JAIL DIVISION,4273
2020 Jan 16 12:00:00 AM,1330,0155,24,F,W,04,Aggravated Assault,F,245(A)(4)PC,ASSAULT LIKELY TO PRODUCE GBI,FELONY COMPLAINT FILED,200 E  6TH                          ST,,34.0448,-118.2474,2020 Jan 16 12:00:00 AM,1543,METRO - JAIL DIVISION,4273
2020 May 17 12:00:00 AM,0925,0166,40,F,B,04,Aggravated Assault,F,245(A)(4)PC,ASSAULT LIKELY TO PRODUCE GBI,FELONY COMPLAINT FILED,7TH                          ST,SAN JULIAN,34.0412,-118.2474,2020 May 17 12:00:00 AM,1118,METRO - JAIL DIVISION,4273
2021 Aug 17 12:00:00 AM,0245,0144,28,F,B,04,Aggravated Assault,F,245(B)PC,ADW W/SEMIAUTOMATIC RIFLE,FELONY COMPLAINT FILED,400 E  7TH                          ST,,34.0478,-118.2484,2021 Aug 17 12:00:00 AM,0520,METRO - JAIL DIVISION,4273
2020 Apr 05 12:00:00 AM,1530,0147,68,F,B,04,Aggravated Assault,F,245(C)PC,ADW PO/FIREMAN W/O FIREARM/GBI,FELONY COMPLAINT FILED,5TH,WALL                         ST,34.0449,-118.2458,2020 Apr 05 12:00:00 AM,1650,METRO - JAIL DIVISION,4273
2020 Aug 02 12:00:00 AM,1305,0155,31,F,H,04,Aggravated Assault,F,245(C)PC,ADW PO/FIREMAN W/O FIREARM/GBI,FELONY COMPLAINT FILED,200 E  6TH                          ST,,34.0448,-118.2474,2020 Aug 02 12:00:00 AM,1625,METRO - JAIL DIVISION,4273
2023 Oct 17 12:00:00 AM,0700,0166,52,F,W,04,Aggravated Assault,F,245(C)PC,ADW PO/FIREMAN W/O FIREARM/GBI,FELONY COMPLAINT FILED,6TH                          ST,SAN PEDRO                    ST,34.0423,-118.2453,2023 Oct 17 12:00:00 AM,1131,METRO - JAIL DIVISION,4273
2020 Oct 10 12:00:00 AM,0400,0134,23,F,H,04,Aggravated Assault,F,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,OTHER (REQUIRES ADDITION ACTION),300 W  3RD                          ST,,34.051,-118.248,2020 Oct 10 12:00:00 AM,0538,METRO - JAIL DIVISION,4273
2021 Aug 18 12:00:00 AM,2005,0134,35,F,H,04,Aggravated Assault,F,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,DISTRICT ATTORNEY REJECT,4TH,SPRING,34.0492,-118.2488,2021 Aug 18 12:00:00 AM,2219,METRO - JAIL DIVISION,4273
2022 Apr 20 12:00:00 AM,1820,0134,18,F,B,04,Aggravated Assault,F,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,OTHER (REQUIRES ADDITION ACTION),300 W  3DR                          ST,,34.0502,-118.2487,2022 Apr 20 12:00:00 AM,2027,METRO - JAIL DIVISION,4273
2024 Jun 03 12:00:00 AM,0140,0134,24,F,H,04,Aggravated Assault,F,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,849(B)(1) PC/TECHNICAL ARREST,300 S  SPRING                       ST,,34.0502,-118.2487,2024 Jun 03 12:00:00 AM,0325,METRO - JAIL DIVISION,4273
2024 Jun 11 12:00:00 AM,0250,0134,53,F,B,04,Aggravated Assault,F,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,849(B)(1) PC/TECHNICAL ARREST,4TH                          ST,SPRING                       ST,34.0492,-118.2488,2024 Jun 11 12:00:00 AM,0614,METRO - JAIL DIVISION,4273
2020 Jan 09 12:00:00 AM,2200,0135,61,F,B,04,Aggravated Assault,F,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,FELONY COMPLAINT FILED,3RD,MAIN,34.0489,-118.2453,2020 Jan 10 12:00:00 AM,0131,METRO - JAIL DIVISION,4273
2020 Jun 14 12:00:00 AM,0045,0135,33,F,H,04,Aggravated Assault,F,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,CITY ATTORNEY REJECT,100 E  3RD                          ST,,34.0496,-118.2458,2020 Jun 14 12:00:00 AM,0354,METRO - JAIL DIVISION,4273
2021 Feb 03 12:00:00 AM,0050,0135,42,F,H,04,Aggravated Assault,F,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,OTHER (REQUIRES ADDITION ACTION),300 S  MAIN                         ST,,34.0481,-118.2472,2021 Feb 03 12:00:00 AM,0235,METRO - JAIL DIVISION,4273
